Activity Date,Activity Type,Campaign ID,Campaign Name,Campaign Objective,Channel,Conversion Funnel Stage,Source,Target Audience,Visibility,Campaign Duration,Clicks,Conversion Rate,Conversions,Cost,Engagement Rate,Engagement Time,Impressions,Revenue,ROI
2023-01-25,Ad Display,Campaign-5925pj,Progressive leadingedge project,Lead Generation,Twitter,Decision,PPC,Returning Customers,Public,43,94,0.15,6,683.89,0.13,116,953,685.56,-71.07
2022-03-21,Click,Campaign-4828TT,Organic tangible process improvement,Brand Awareness,LinkedIn,Consideration,Email,Subscribers,Public,58,90,0.19,8,349.64,0.09,298,966,759.12,52.31
2022-02-04,Click,Campaign-9177nS,Vision-oriented incremental database,Lead Generation,Facebook,Consideration,Social Media,Subscribers,Restricted,45,97,0.07,18,621.31,0.61,131,1019,1477.58,261.87
2023-03-01,Conversion,Campaign-2959pT,Vision-oriented needs-based intranet,Brand Awareness,Google Ads,Awareness,PPC,Segmented Audience,Public,21,101,0.16,12,474.45,0.79,10,1019,1145.67,58.44
2022-04-18,Engagement,Campaign-1873sy,Mandatory bandwidth-monitored support,Sales Conversion,Facebook,Consideration,SEO,Returning Customers,Restricted,19,92,0.03,10,420.98,0.12,156,1033,933.68,106.49
2022-04-16,Engagement,Campaign-4835Au,Extended reciprocal matrices,Lead Generation,Twitter,Decision,SEO,Subscribers,Private,23,89,0.03,8,765.35,0.12,209,987,773.44,150.69
2022-12-03,Ad Display,Campaign-0033Mk,Integrated optimizing system engine,Sales Conversion,Instagram,Decision,Email,Subscribers,Public,57,88,0.09,10,970.28,0.11,198,988,1202.9,-60.62
2023-06-09,Ad Display,Campaign-8714Gs,Customer-focused 3rdgeneration alliance,Brand Awareness,Facebook,Consideration,Social Media,Returning Customers,Restricted,39,109,0.08,9,612.65,0.97,177,973,1361.84,-3.46
2022-12-02,Click,Campaign-7656dh,Compatible systematic standardization,Lead Generation,Google Ads,Awareness,Referral,Segmented Audience,Restricted,47,97,0.16,10,843.05,0.88,160,971,827.59,30.56
2022-01-13,Engagement,Campaign-0524NU,Total zero tolerance emulation,Lead Generation,Instagram,Consideration,Referral,Segmented Audience,Restricted,19,95,0.12,9,589.16,0.39,2,978,969.06,147.69
2022-12-01,Engagement,Campaign-8748AE,Reactive interactive projection,Brand Awareness,Facebook,Awareness,PPC,New Visitors,Public,73,87,0.08,14,495.45,0.73,120,1000,1118.97,183.86
2022-05-29,Conversion,Campaign-5311YO,Inverse motivating attitude,Sales Conversion,LinkedIn,Decision,Direct,Returning Customers,Private,66,84,0.03,14,632.67,0.53,134,1045,965.36,280.26
2022-11-04,Ad Display,Campaign-1809Gv,Cross-group mission-critical frame,Sales Conversion,Twitter,Decision,Email,Subscribers,Restricted,53,105,0.2,10,447.49,0.02,205,1004,1590.86,-69.32
2022-09-15,Engagement,Campaign-9193bc,Up-sized modular Local Area Network,Sales Conversion,Facebook,Awareness,PPC,Returning Customers,Private,46,98,0.11,11,388.26,0.67,111,970,754.67,78.93
2022-12-27,Ad Display,Campaign-1419zT,Centralized fault-tolerant moratorium,Brand Awareness,Google Ads,Awareness,Social Media,Subscribers,Private,71,95,0.16,6,528.13,0.9,36,1066,695.43,173.28
2022-11-02,Engagement,Campaign-2998mr,Streamlined neutral leverage,Brand Awareness,Instagram,Consideration,SEO,Segmented Audience,Restricted,26,100,0.05,8,254.74,0.48,184,943,1245.4,-63.93
2022-01-31,Engagement,Campaign-4229oi,Multi-layered regional leverage,Lead Generation,LinkedIn,Awareness,Referral,Subscribers,Restricted,54,98,0.11,10,462.69,0.88,1,981,862.18,81.97
2022-02-10,Click,Campaign-2347Yt,De-engineered static moratorium,Brand Awareness,LinkedIn,Awareness,Referral,Returning Customers,Public,77,86,0.18,9,556.33,0.31,70,988,919.91,249.09
2023-09-15,Conversion,Campaign-2943fi,Face-to-face scalable application,Lead Generation,Facebook,Consideration,SEO,New Visitors,Public,84,108,0.19,9,493.46,0.89,225,1000,996.99,119.66
2023-06-13,Ad Display,Campaign-6239bw,Organized non-volatile encoding,Lead Generation,Facebook,Decision,Referral,Segmented Audience,Restricted,88,98,0.07,8,662.22,0.02,167,971,1223.75,94.11
2023-08-14,Conversion,Campaign-8724fU,Fully-configurable optimizing emulation,Lead Generation,Google Ads,Decision,SEO,Segmented Audience,Private,86,104,0.16,3,656.03,0.37,2,1022,1053.78,4.27
2022-04-05,Click,Campaign-9493aj,Synergistic 5thgeneration forecast,Brand Awareness,Facebook,Decision,SEO,New Visitors,Private,72,97,0.05,10,388.13,0.55,268,967,1053.29,-11.77
2023-09-04,Conversion,Campaign-3906ij,Customizable human-resource Graphical User Interface,Sales Conversion,Google Ads,Awareness,PPC,Subscribers,Restricted,11,106,0.11,11,449.18,0.42,284,985,1192.77,201.36
2023-03-15,Conversion,Campaign-7808uo,Operative grid-enabled circuit,Lead Generation,LinkedIn,Decision,Referral,Returning Customers,Public,33,82,0.07,9,398.89,0.8,42,1017,963.91,171
2023-06-19,Conversion,Campaign-2757oP,Reverse-engineered human-resource knowledgebase,Sales Conversion,Twitter,Decision,Direct,New Visitors,Public,73,113,0.04,9,632.22,0.65,30,926,891.5,142.05
2023-04-13,Engagement,Campaign-4315Fr,De-engineered intangible complexity,Brand Awareness,LinkedIn,Awareness,Social Media,Returning Customers,Public,34,79,0.07,9,442.36,0.79,140,1005,1618.1,19.71
2022-09-27,Conversion,Campaign-5894ns,Focused 5thgeneration hub,Brand Awareness,Instagram,Awareness,Social Media,Subscribers,Restricted,25,111,0.13,8,754.74,0.89,197,1007,809.31,61.71
2022-09-26,Click,Campaign-8612yh,Persistent stable knowledgebase,Lead Generation,Facebook,Awareness,PPC,Returning Customers,Public,59,109,0.15,10,462.88,0.46,225,1012,354.11,-68.61
2022-01-05,Conversion,Campaign-9182TD,Customizable systemic groupware,Sales Conversion,Instagram,Decision,PPC,Returning Customers,Private,85,100,0.05,14,494.66,0.7,195,996,698.64,16.08
2022-02-03,Engagement,Campaign-2648mW,Fundamental radical capacity,Sales Conversion,LinkedIn,Decision,Direct,Subscribers,Private,81,87,0.16,10,606.02,0.2,279,977,1259.24,164.91
2022-11-05,Ad Display,Campaign-2147uy,Upgradable tertiary framework,Sales Conversion,Google Ads,Awareness,Social Media,New Visitors,Restricted,29,117,0.09,9,579.2,0.53,225,990,1688.08,221.58
2022-10-26,Conversion,Campaign-8056VU,Automated dedicated moderator,Brand Awareness,Facebook,Awareness,Direct,Subscribers,Public,56,94,0.01,9,625.86,0.23,80,1031,942.28,149.51
2022-04-17,Conversion,Campaign-6828Kj,Implemented empowering encoding,Lead Generation,Google Ads,Consideration,SEO,Returning Customers,Public,88,93,0.01,12,736.75,0.47,60,1036,1387.43,86.6
2023-07-11,Click,Campaign-0497HW,Configurable logistical budgetary management,Brand Awareness,LinkedIn,Consideration,Referral,New Visitors,Restricted,54,92,0.07,9,448.95,0.48,8,944,513.68,1.31
2022-10-06,Engagement,Campaign-9637nz,Public-key mobile synergy,Sales Conversion,Instagram,Awareness,SEO,New Visitors,Restricted,51,83,0.05,17,456.79,0.99,214,937,1309.67,117.86
2023-11-04,Engagement,Campaign-1186hG,Inverse contextually-based function,Brand Awareness,Facebook,Decision,PPC,New Visitors,Public,17,108,0.08,4,564.98,0.37,173,1052,1100.16,-15.47
2022-08-27,Click,Campaign-7203op,Profit-focused bi-directional ability,Brand Awareness,Twitter,Decision,PPC,New Visitors,Public,89,100,0.2,11,563.59,0.69,108,999,590.83,155.63
2023-04-15,Ad Display,Campaign-1966eJ,Expanded directional hierarchy,Brand Awareness,Instagram,Awareness,Referral,Returning Customers,Private,67,94,0.11,8,495.55,0.25,286,1015,1581.93,114.78
2023-05-17,Click,Campaign-3833Ff,Public-key context-sensitive hub,Brand Awareness,LinkedIn,Decision,Direct,Segmented Audience,Private,17,102,0.08,6,749.42,0.28,137,994,892.16,-21.78
2023-10-30,Click,Campaign-3182Mm,Managed discrete function,Brand Awareness,Instagram,Decision,SEO,Returning Customers,Restricted,11,107,0.07,9,651.09,0.63,185,982,855.43,135.85
2022-07-26,Conversion,Campaign-8989BM,Ergonomic scalable migration,Sales Conversion,Google Ads,Awareness,Social Media,Subscribers,Private,40,114,0.15,7,459.58,0.3,263,983,946.97,157.41
2022-08-10,Ad Display,Campaign-6479Yb,Virtual analyzing service-desk,Brand Awareness,Facebook,Decision,SEO,New Visitors,Private,80,109,0.1,11,551.24,0.58,165,1018,1816.13,153.23
2022-11-07,Conversion,Campaign-5530mC,Multi-tiered eco-centric frame,Brand Awareness,LinkedIn,Consideration,Email,New Visitors,Public,29,100,0.16,9,329.82,0.2,292,1035,1044.99,-30.84
2022-12-30,Engagement,Campaign-3830jp,Networked encompassing artificial intelligence,Sales Conversion,Twitter,Awareness,Referral,Subscribers,Public,35,94,0.17,11,409.33,0.1,227,1030,716.04,198.94
2022-02-13,Engagement,Campaign-7719rP,Self-enabling analyzing ability,Lead Generation,Google Ads,Awareness,Referral,Subscribers,Public,82,85,0.14,14,445.17,0.16,263,970,1104.68,-90
2023-04-21,Engagement,Campaign-4654Qf,Reduced clear-thinking emulation,Lead Generation,Facebook,Decision,PPC,Segmented Audience,Private,86,93,0.08,7,377.36,0.44,93,1040,849.95,121.34
2023-12-06,Conversion,Campaign-9175NN,Realigned 24hour moratorium,Sales Conversion,Instagram,Consideration,SEO,Segmented Audience,Public,86,120,0.1,9,470.4,0.9,26,1001,1182.51,-68.28
2022-09-02,Ad Display,Campaign-1326pb,Up-sized clear-thinking parallelism,Sales Conversion,Facebook,Awareness,Social Media,Returning Customers,Public,18,106,0.08,14,499.14,0.39,234,1021,1354.13,149.28
2022-01-20,Ad Display,Campaign-7428Ox,Secured executive protocol,Brand Awareness,Twitter,Decision,Email,Segmented Audience,Public,18,108,0.13,7,488.7,0.62,153,1009,1304.42,106.65
2022-05-20,Ad Display,Campaign-2185uR,Enhanced cohesive paradigm,Lead Generation,Google Ads,Decision,Referral,New Visitors,Private,13,107,0.03,10,262.72,0.85,115,954,1110.75,111.52
2022-03-05,Engagement,Campaign-1533sH,Pre-emptive 5thgeneration projection,Sales Conversion,Google Ads,Decision,Direct,New Visitors,Public,22,91,0.06,10,636.04,0.1,166,1027,1059.64,296.68
2023-06-16,Engagement,Campaign-6660jC,Proactive radical function,Brand Awareness,Instagram,Awareness,SEO,New Visitors,Restricted,10,97,0.03,10,326.31,0.81,108,1013,746.63,24.04
2023-03-25,Conversion,Campaign-1428mM,Reactive disintermediate service-desk,Brand Awareness,Instagram,Consideration,Social Media,New Visitors,Private,21,103,0.13,6,234.08,0.83,246,967,1157.47,-56.51
2022-08-31,Click,Campaign-7529jK,Universal systemic help-desk,Lead Generation,LinkedIn,Awareness,PPC,Segmented Audience,Public,38,99,0.11,11,441.21,0.94,165,1015,755.63,26.14
2022-02-09,Conversion,Campaign-6431ki,Decentralized demand-driven definition,Lead Generation,Google Ads,Awareness,Email,Subscribers,Public,60,104,0.03,6,566.83,0.74,290,941,1027.93,139.72
2023-07-24,Click,Campaign-7862ct,Distributed coherent focus group,Lead Generation,Instagram,Awareness,Referral,New Visitors,Public,88,116,0.01,12,508.48,0.29,248,1011,694.19,114.4
2022-08-02,Ad Display,Campaign-7915Pg,Programmable mission-critical function,Sales Conversion,Google Ads,Consideration,Email,Subscribers,Private,67,95,0.01,12,183.47,0.27,22,984,581.73,72.41
2023-01-13,Ad Display,Campaign-1738cb,Organized explicit core,Lead Generation,LinkedIn,Decision,PPC,New Visitors,Restricted,79,100,0.05,9,708.35,0.92,176,1023,853.6,78.17
2022-01-01,Engagement,Campaign-9174VL,Mandatory demand-driven challenge,Brand Awareness,Google Ads,Decision,Direct,New Visitors,Public,58,96,0.13,14,541.96,0.86,300,1028,1471.99,-92.78
2023-08-27,Ad Display,Campaign-4862pO,Persistent mission-critical toolset,Brand Awareness,Instagram,Awareness,Email,Returning Customers,Private,57,87,0.1,5,845.44,0.76,252,1065,1026.27,239.35
2022-01-14,Conversion,Campaign-1982FP,Diverse multimedia definition,Lead Generation,Google Ads,Decision,Email,Returning Customers,Public,24,100,0.14,6,614.53,0.16,181,1008,1265.51,100.23
2022-08-15,Engagement,Campaign-3032TM,Virtual intermediate info-mediaries,Brand Awareness,Google Ads,Consideration,Direct,Returning Customers,Private,85,104,0.07,7,321.74,0.97,129,946,474.68,-51.2
2023-01-19,Engagement,Campaign-2299le,Grass-roots didactic hardware,Lead Generation,Google Ads,Consideration,Social Media,New Visitors,Private,39,88,0.17,8,501.92,0.89,155,975,1348.86,-41.04
2022-08-28,Conversion,Campaign-1414ND,Streamlined fault-tolerant Local Area Network,Lead Generation,Instagram,Awareness,Direct,Segmented Audience,Private,76,85,0.15,11,263.95,0.76,228,1028,1156.35,201.02
2022-05-11,Click,Campaign-9496cT,Synergistic clear-thinking standardization,Sales Conversion,Twitter,Consideration,PPC,New Visitors,Private,17,117,0.04,5,669.03,0.92,294,952,606.72,64.91
2023-09-12,Engagement,Campaign-1270wv,Optional homogeneous knowledge user,Sales Conversion,Facebook,Decision,PPC,Returning Customers,Restricted,71,88,0.03,7,364.11,0.8,166,992,962.56,-2.83
2023-05-11,Conversion,Campaign-4660sP,Open-source upward-trending data-warehouse,Lead Generation,LinkedIn,Consideration,PPC,Returning Customers,Private,69,116,0.18,13,488.65,0.44,273,1003,684.89,38.05
2022-09-03,Ad Display,Campaign-3319Uj,Seamless actuating extranet,Sales Conversion,Twitter,Decision,Email,Segmented Audience,Public,54,85,0.06,10,634.85,0.22,271,1029,1118.94,252.72
2022-05-09,Conversion,Campaign-3837ua,Re-contextualized multi-state synergy,Sales Conversion,Twitter,Consideration,Direct,Returning Customers,Public,50,117,0.04,6,355.85,0.07,54,984,676.82,-18.69
2023-09-14,Engagement,Campaign-4698Ji,Business-focused stable matrices,Lead Generation,Instagram,Awareness,Direct,Returning Customers,Private,65,94,0.12,9,431.58,0.03,48,1020,476.61,-60.73
2023-06-09,Engagement,Campaign-5986mt,Re-engineered actuating installation,Brand Awareness,Twitter,Awareness,PPC,Returning Customers,Private,64,88,0.08,8,433.36,0.85,288,986,705.42,278.18
2023-10-01,Engagement,Campaign-1743ZP,Secured radical conglomeration,Lead Generation,Twitter,Consideration,Email,Returning Customers,Public,58,94,0.19,9,529.16,0.41,70,996,914.94,269.89
2022-06-26,Ad Display,Campaign-4415jC,Assimilated 24/7 policy,Lead Generation,Twitter,Decision,Social Media,Returning Customers,Restricted,60,108,0.1,11,424.44,0.56,130,1048,771.31,92.22
2023-06-27,Click,Campaign-0670OX,Function-based context-sensitive architecture,Brand Awareness,Facebook,Decision,Email,Returning Customers,Restricted,46,93,0.12,9,383.79,0.4,295,973,1652.56,74.02
2023-01-07,Conversion,Campaign-4896DN,Automated encompassing groupware,Lead Generation,Instagram,Decision,Email,Returning Customers,Restricted,12,111,0.07,6,489.68,0.37,242,1046,1230.59,202.95
2023-09-16,Click,Campaign-9832ar,Ameliorated tertiary framework,Lead Generation,Facebook,Awareness,Direct,New Visitors,Public,13,101,0.02,7,575.94,0.6,140,1009,1185.45,73.09
2023-05-28,Click,Campaign-1643FE,Object-based bi-directional implementation,Lead Generation,LinkedIn,Decision,PPC,Returning Customers,Public,24,104,0.13,11,432.79,0.6,46,965,675.06,159.51
2022-11-24,Ad Display,Campaign-4862MF,Open-source user-facing groupware,Brand Awareness,Facebook,Awareness,Email,Returning Customers,Restricted,41,88,0.06,8,528.55,0.82,39,995,699.75,82.13
2022-08-03,Conversion,Campaign-4203vq,Versatile demand-driven solution,Brand Awareness,LinkedIn,Consideration,Direct,Segmented Audience,Private,54,104,0.1,7,765.89,0.69,93,975,1248.52,294.5
2023-06-10,Click,Campaign-1064uN,Fully-configurable composite portal,Sales Conversion,Facebook,Awareness,Referral,New Visitors,Restricted,34,111,0.15,9,227.89,0.87,102,1011,809.94,-26.07
2022-12-23,Ad Display,Campaign-3562Ph,Organic human-resource functionalities,Sales Conversion,Facebook,Awareness,PPC,Subscribers,Private,26,84,0.06,14,328.8,0.29,170,1035,1145,257.26
2023-10-01,Click,Campaign-3577lR,Organized national support,Lead Generation,Twitter,Decision,Social Media,Segmented Audience,Restricted,23,94,0.14,5,599.8,0.06,92,970,1307.92,129.85
2022-07-20,Engagement,Campaign-5666xL,Digitized non-volatile attitude,Sales Conversion,Facebook,Awareness,PPC,Subscribers,Private,65,99,0.09,10,509.11,0.49,111,1038,901.62,-38.31
2022-10-17,Ad Display,Campaign-1187ig,User-centric zero-defect forecast,Sales Conversion,Twitter,Decision,Referral,Returning Customers,Public,35,109,0.03,9,430.63,0.51,283,951,850.61,260.4
2022-08-24,Engagement,Campaign-0867pz,Organized regional budgetary management,Brand Awareness,Google Ads,Awareness,Direct,Returning Customers,Public,32,100,0.2,10,460.02,0.12,132,984,1010.29,179.6
2023-01-12,Click,Campaign-1604Mk,Devolved zero tolerance framework,Lead Generation,Facebook,Decision,Referral,Returning Customers,Public,67,104,0.19,10,471.15,0.71,196,994,755.43,79.23
2022-05-31,Click,Campaign-4481JQ,Public-key dynamic projection,Lead Generation,Google Ads,Consideration,Social Media,Subscribers,Private,32,100,0.1,11,367.65,0.12,99,940,1212.5,-1.55
2022-03-01,Ad Display,Campaign-5020fv,Profit-focused global throughput,Brand Awareness,Twitter,Awareness,Direct,Subscribers,Public,20,112,0.05,12,536.29,0.95,268,1007,1500.83,125.62
2022-05-11,Engagement,Campaign-5733xQ,Synergistic incremental orchestration,Lead Generation,LinkedIn,Consideration,Email,Subscribers,Restricted,32,92,0.05,5,466.55,0.99,48,1064,957.94,-4.03
2022-07-15,Conversion,Campaign-9748kC,Managed zero administration architecture,Sales Conversion,Twitter,Consideration,SEO,Subscribers,Public,15,109,0.06,16,266.92,0.25,133,1006,637.06,237.48
2022-12-13,Ad Display,Campaign-6010gv,Multi-lateral modular access,Lead Generation,Google Ads,Awareness,Direct,Returning Customers,Private,59,102,0.13,7,561.31,0.67,240,984,1311.91,259.7
2022-06-19,Engagement,Campaign-3481GX,Customizable client-server challenge,Sales Conversion,Instagram,Consideration,PPC,Returning Customers,Public,71,100,0.02,12,313.64,0.56,18,1000,885.49,213.24
2022-06-20,Ad Display,Campaign-4118Ns,Synchronized eco-centric focus group,Lead Generation,Instagram,Decision,SEO,Returning Customers,Public,85,104,0.14,9,541.22,0.14,269,1021,1306.98,243.81
2022-02-25,Ad Display,Campaign-0312Ck,De-engineered disintermediate complexity,Sales Conversion,Instagram,Decision,Referral,New Visitors,Restricted,62,125,0.1,10,434.71,0.28,166,995,799.97,211.17
2022-03-16,Engagement,Campaign-2742CT,Monitored global software,Lead Generation,Twitter,Awareness,SEO,New Visitors,Public,46,96,0.19,12,328.9,0.88,89,1056,1270.23,245.95
2022-01-19,Ad Display,Campaign-9086bh,Profit-focused directional system engine,Lead Generation,Instagram,Awareness,Referral,Segmented Audience,Public,54,88,0.04,10,485.79,0.52,73,996,1242.37,28.82
2022-08-09,Ad Display,Campaign-1416nq,Front-line optimizing analyzer,Lead Generation,LinkedIn,Decision,SEO,Returning Customers,Private,55,98,0.13,12,588.88,0.43,274,985,646.98,172.45
2023-09-24,Conversion,Campaign-6379GJ,Profound static core,Sales Conversion,Facebook,Decision,SEO,Segmented Audience,Public,81,103,0.11,10,380.04,0.69,234,992,1202.08,115.69
2022-08-01,Conversion,Campaign-5260LA,Quality-focused mobile hub,Sales Conversion,LinkedIn,Consideration,Referral,Returning Customers,Public,28,84,0.18,8,565.37,0.85,104,995,595.58,293.55
2022-01-24,Conversion,Campaign-9345Gu,Enhanced hybrid leverage,Lead Generation,Twitter,Decision,Email,New Visitors,Restricted,81,107,0.17,11,225.38,0.88,127,1005,871.47,123.32
2022-05-21,Engagement,Campaign-7745rX,Proactive demand-driven knowledge user,Brand Awareness,Facebook,Decision,Direct,Subscribers,Private,13,109,0.01,9,186.87,0.66,212,1032,743.61,174.78
2023-03-04,Engagement,Campaign-2237uP,Quality-focused human-resource standardization,Brand Awareness,Instagram,Consideration,Email,Subscribers,Restricted,44,97,0.1,10,682.23,0.36,12,946,1604.47,197.93
2022-03-23,Ad Display,Campaign-0579YS,Innovative discrete capability,Sales Conversion,Google Ads,Consideration,SEO,Segmented Audience,Public,27,108,0.06,9,487.52,0.02,94,989,1117.02,174.29
2023-05-02,Click,Campaign-4301DU,Programmable upward-trending Local Area Network,Sales Conversion,LinkedIn,Consideration,PPC,Returning Customers,Restricted,73,100,0.02,10,464.82,0.93,82,1034,1120.57,9.62
2022-12-02,Engagement,Campaign-8236SM,Operative regional superstructure,Sales Conversion,Instagram,Consideration,Referral,New Visitors,Private,17,108,0.17,9,630.28,0.18,129,957,1460.67,-51.81
2022-12-24,Click,Campaign-5820FA,Future-proofed foreground array,Brand Awareness,Twitter,Consideration,Email,Subscribers,Private,69,106,0.01,12,482.66,0.48,58,979,1027.28,18.62
2022-04-21,Ad Display,Campaign-7750mK,Cross-platform zero administration collaboration,Lead Generation,Facebook,Consideration,PPC,Returning Customers,Restricted,12,115,0.18,12,606.36,0.5,9,1034,1373.93,99.06
2022-10-15,Conversion,Campaign-3172Qf,Stand-alone directional methodology,Lead Generation,LinkedIn,Consideration,Email,Returning Customers,Restricted,37,106,0.12,11,604.83,0.62,283,1031,910.09,24.38
2022-12-01,Ad Display,Campaign-8869rn,Public-key contextually-based approach,Lead Generation,Facebook,Awareness,SEO,Segmented Audience,Public,71,89,0.1,5,368.71,0.5,143,1021,860.47,114.53
2023-11-26,Ad Display,Campaign-1608ET,Persevering contextually-based moderator,Lead Generation,Google Ads,Decision,PPC,New Visitors,Public,85,95,0.19,9,719.88,0.31,194,998,603.06,130.41
2022-03-11,Ad Display,Campaign-5039sW,User-friendly mission-critical capacity,Brand Awareness,LinkedIn,Decision,Direct,Segmented Audience,Restricted,14,102,0.16,8,412.44,0.95,14,980,857.8,137.55
2022-10-16,Ad Display,Campaign-6784ec,Assimilated disintermediate contingency,Lead Generation,LinkedIn,Consideration,SEO,Segmented Audience,Public,27,126,0.16,14,594.64,0.83,5,981,709.83,0.55
2023-08-04,Click,Campaign-1566yY,Exclusive radical alliance,Sales Conversion,Facebook,Consideration,SEO,Subscribers,Private,46,102,0.01,17,641.72,0.16,18,1030,959.85,112.72
2022-12-13,Engagement,Campaign-3476Ja,Mandatory grid-enabled time-frame,Lead Generation,LinkedIn,Consideration,Email,New Visitors,Restricted,51,92,0.03,8,454.3,0.45,96,975,1045.36,275.55
2022-08-16,Conversion,Campaign-6472zR,Polarized fault-tolerant toolset,Sales Conversion,Twitter,Awareness,Direct,Segmented Audience,Public,74,106,0.17,14,384.59,0.45,115,971,655.99,-25.91
2022-03-15,Conversion,Campaign-6699tE,Managed non-volatile groupware,Sales Conversion,Instagram,Awareness,Direct,Subscribers,Public,51,111,0.1,8,746.16,0.55,101,965,1306.8,220.73
2023-01-12,Ad Display,Campaign-8546LP,Inverse attitude-oriented framework,Lead Generation,Twitter,Consideration,Email,New Visitors,Public,73,91,0.18,11,496.84,0.07,32,993,855.53,64.44
2023-10-20,Conversion,Campaign-2506CC,Sharable impactful archive,Sales Conversion,Facebook,Awareness,Social Media,Subscribers,Private,16,77,0.2,15,461.46,0.52,132,989,1322.89,191.9
2022-05-16,Click,Campaign-4135oy,Team-oriented zero-defect matrix,Brand Awareness,Twitter,Consideration,SEO,Returning Customers,Restricted,32,95,0.19,9,451.09,0.93,257,1040,1235.55,188.28
2023-01-16,Conversion,Campaign-0952lF,Secured scalable functionalities,Brand Awareness,LinkedIn,Consideration,Referral,Returning Customers,Public,18,84,0.02,12,413.9,0.41,249,1028,938.8,-51.56
2023-07-07,Click,Campaign-1129co,Reverse-engineered grid-enabled toolset,Brand Awareness,Facebook,Awareness,SEO,New Visitors,Private,71,100,0.09,13,382.99,0.87,212,1016,1178.91,266.79
2022-04-14,Engagement,Campaign-2086RB,Optional bandwidth-monitored synergy,Lead Generation,LinkedIn,Awareness,PPC,Returning Customers,Private,58,97,0.16,6,320.93,0.39,10,949,1293.89,26.36
2023-03-22,Conversion,Campaign-2467tI,Decentralized systemic adapter,Brand Awareness,Facebook,Consideration,Email,Returning Customers,Restricted,48,102,0.15,11,564.46,0.82,263,984,822.28,195.74
2023-01-09,Click,Campaign-0272gQ,Distributed national open system,Sales Conversion,Google Ads,Awareness,Email,Segmented Audience,Private,16,93,0.06,13,357.84,0.71,57,969,1348.68,209.1
2023-10-18,Ad Display,Campaign-1744tz,Multi-lateral disintermediate algorithm,Brand Awareness,Facebook,Decision,Referral,Segmented Audience,Restricted,64,101,0.08,6,486.16,0.74,183,992,1320.54,266.62
2023-12-10,Conversion,Campaign-0945WD,Configurable next generation benchmark,Sales Conversion,Twitter,Decision,Direct,New Visitors,Private,88,97,0.01,9,658.8,0.69,128,1000,404.05,270
2023-07-18,Ad Display,Campaign-1043DO,Switchable fault-tolerant interface,Brand Awareness,Google Ads,Consideration,Social Media,New Visitors,Private,79,92,0.16,6,538.33,0.39,81,954,1359.7,63.44
2022-07-15,Conversion,Campaign-4836eB,Networked explicit Graphic Interface,Brand Awareness,LinkedIn,Consideration,PPC,Segmented Audience,Restricted,66,122,0.02,8,583.34,0.93,121,1059,843.04,296.75
2022-05-30,Conversion,Campaign-0015as,Polarized analyzing task-force,Brand Awareness,Facebook,Awareness,Social Media,Subscribers,Restricted,55,95,0.11,11,456.87,0.35,40,1040,1127.73,-57.73
2023-05-27,Ad Display,Campaign-4000Nc,Front-line encompassing standardization,Brand Awareness,Google Ads,Decision,SEO,Subscribers,Restricted,89,106,0.15,5,555.74,0.1,33,1065,698.2,247.5
2023-07-16,Ad Display,Campaign-2927Pf,Managed incremental toolset,Brand Awareness,Google Ads,Consideration,PPC,Segmented Audience,Public,59,98,0.05,9,610.12,0.38,230,984,394.11,-66.66
2022-03-19,Conversion,Campaign-9208iY,Inverse analyzing artificial intelligence,Lead Generation,Facebook,Awareness,Direct,Segmented Audience,Public,38,104,0.04,11,589.96,0,190,982,1262.64,214.54
2022-01-01,Ad Display,Campaign-1119XQ,Compatible 6thgeneration functionalities,Brand Awareness,Instagram,Awareness,SEO,Segmented Audience,Private,71,110,0.04,17,296.53,0.19,23,1007,1632.13,205.45
2022-01-05,Ad Display,Campaign-1317Bf,Re-contextualized client-driven synergy,Brand Awareness,Google Ads,Awareness,Referral,Returning Customers,Public,31,114,0.06,10,462.13,0.05,192,1014,577.4,288.66
2022-05-16,Click,Campaign-1778Uk,Business-focused exuding parallelism,Sales Conversion,Instagram,Consideration,Referral,Returning Customers,Public,23,103,0.14,10,383.63,0.84,82,985,1291.28,128.88
2022-06-13,Conversion,Campaign-8125UB,Vision-oriented empowering workforce,Lead Generation,Google Ads,Consideration,PPC,Segmented Audience,Restricted,18,108,0.05,9,491.28,0.7,217,983,1714.68,15.85
2022-09-26,Click,Campaign-8218cU,Right-sized upward-trending definition,Brand Awareness,Facebook,Decision,PPC,New Visitors,Restricted,10,103,0.02,13,372.1,0.94,80,1023,1320.95,-50.36
2022-07-19,Ad Display,Campaign-8316xH,Streamlined multi-state website,Brand Awareness,LinkedIn,Consideration,Referral,New Visitors,Private,68,110,0.14,9,813.58,0.63,104,1055,686.38,28.58
2022-09-20,Ad Display,Campaign-5898zt,Inverse neutral data-warehouse,Lead Generation,Instagram,Awareness,Email,Subscribers,Public,52,90,0.14,10,433.57,0.41,97,1026,123.31,16.43
2023-12-25,Ad Display,Campaign-3912Mz,Expanded client-driven pricing structure,Sales Conversion,Twitter,Awareness,PPC,Returning Customers,Private,40,101,0.08,8,510.19,0.57,247,996,1000.61,266.31
2022-12-27,Conversion,Campaign-5458xb,Organized homogeneous strategy,Brand Awareness,Facebook,Consideration,Social Media,New Visitors,Restricted,56,120,0.06,10,488.6,0.25,271,1010,923.77,282.45
